9.099999999999999645e+00,1.199999999999999956e+00,6.200000000000000178e+00,9.099999999999999645e+00,4.000000000000000000e+00,1.354999999999999716e+01
8.900000000000000355e+00,3.600000000000000089e+00,6.599999999999999645e+00,2.100000000000000089e+00,8.099999999999999645e+00,1.230999999999998806e+01
2.700000000000000178e+00,8.400000000000000355e+00,4.700000000000000178e+00,8.500000000000000000e+00,1.500000000000000000e+00,-5.100000000000008527e+00
5.200000000000000178e+00,3.100000000000000089e+00,9.599999999999999645e+00,8.300000000000000711e+00,9.500000000000000000e+00,4.738000000000000256e+01
6.799999999999999822e+00,5.700000000000000178e+00,4.400000000000000355e+00,1.699999999999999956e+00,5.500000000000000000e+00,-9.399999999999977263e-01
3.399999999999999911e+00,1.300000000000000044e+00,1.399999999999999911e+00,8.199999999999999289e+00,6.000000000000000000e+00,6.881000000000000227e+01
2.500000000000000000e+00,1.100000000000000089e+00,3.399999999999999911e+00,2.799999999999999822e+00,6.099999999999999645e+00,3.894999999999999574e+01
3.200000000000000178e+00,2.500000000000000000e+00,9.000000000000000000e+00,9.400000000000000355e+00,1.899999999999999911e+00,-5.889999999999997016e+00
3.100000000000000089e+00,7.700000000000000178e+00,1.100000000000000089e+00,7.400000000000000355e+00,6.400000000000000355e+00,5.411999999999999744e+01
7.599999999999999645e+00,3.100000000000000089e+00,9.500000000000000000e+00,7.099999999999999645e+00,5.099999999999999645e+00,-3.570000000000000284e+00
6.500000000000000000e+00,3.000000000000000000e+00,4.099999999999999645e+00,5.099999999999999645e+00,8.099999999999999645e+00,4.679999999999998295e+01
6.599999999999999645e+00,7.200000000000000178e+00,9.599999999999999645e+00,2.799999999999999822e+00,9.900000000000000355e+00,1.234000000000001762e+01
1.199999999999999956e+00,6.799999999999999822e+00,3.500000000000000000e+00,6.500000000000000000e+00,8.500000000000000000e+00,6.418000000000000682e+01
4.299999999999999822e+00,7.400000000000000355e+00,3.799999999999999822e+00,8.800000000000000711e+00,1.600000000000000089e+00,8.000000000000717648e-02
5.400000000000000355e+00,8.800000000000000711e+00,1.600000000000000089e+00,1.699999999999999956e+00,5.299999999999999822e+00,7.649999999999998579e+00
2.200000000000000178e+00,8.599999999999999645e+00,3.299999999999999822e+00,9.099999999999999645e+00,9.900000000000000355e+00,8.136000000000001364e+01
8.699999999999999289e+00,7.799999999999999822e+00,8.800000000000000711e+00,9.000000000000000000e+00,4.799999999999999822e+00,-1.016000000000001080e+01
4.099999999999999645e+00,9.900000000000000355e+00,4.500000000000000000e+00,5.099999999999999645e+00,5.400000000000000355e+00,8.469999999999991758e+00
8.000000000000000000e+00,1.300000000000000044e+00,1.800000000000000044e+00,9.300000000000000711e+00,5.200000000000000178e+00,5.134000000000000341e+01
2.600000000000000089e+00,5.299999999999999822e+00,4.400000000000000355e+00,8.900000000000000355e+00,7.599999999999999645e+00,6.175999999999999801e+01
3.899999999999999911e+00,6.500000000000000000e+00,5.200000000000000178e+00,5.500000000000000000e+00,2.500000000000000000e+00,-9.880000000000002558e+00
